veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
1398,960,624,2012,6,,484,,,native,species,0,density,
1399,960,624,2012,6,,1686,,,native,species,0,density,
1400,960,624,2012,6,,1687,,,native,species,0,density,
1401,960,624,2012,6,,712,,,native,species,0,density,
1402,960,624,2012,6,,1741,,,native,species,2.00000007546,density,
1403,961,624,2012,6,,465,,,native,species,0,density,
1404,961,624,2012,6,,484,,,native,species,0,density,
1405,961,624,2012,6,,1686,,,native,species,0.99999993262,density,
1406,961,624,2012,6,,1687,,,native,species,0,density,
1407,961,624,2012,6,,712,,,native,species,0,density,
1408,961,624,2012,6,,1741,,,native,species,3.00000000808,density,
1409,962,624,2012,6,,465,,,native,species,0,density,
1410,962,624,2012,6,,484,,,native,species,0,density,
1411,962,624,2012,6,,1686,,,native,species,0,density,
1412,962,624,2012,6,,1687,,,native,species,0,density,
1413,962,624,2012,6,,712,,,native,species,0,density,
1414,962,624,2012,6,,1741,,,native,species,0,density,
1415,963,624,2012,6,,465,,,native,species,0,density,
1416,963,624,2012,6,,484,,,native,species,0,density,
1417,963,624,2012,6,,1686,,,native,species,0,density,
1418,963,624,2012,6,,1687,,,native,species,0,density,
1419,963,624,2012,6,,712,,,native,species,0,density,
1420,963,624,2012,6,,1741,,,native,species,0.99999993262,density,
1421,964,624,2012,6,,465,,,native,species,0,density,
1422,964,624,2012,6,,484,,,native,species,0,density,
1423,964,624,2012,6,,1686,,,native,species,0,density,
1424,964,624,2012,6,,1687,,,native,species,0,density,
1425,964,624,2012,6,,712,,,native,species,0,density,
1426,964,624,2012,6,,1741,,,native,species,0,density,
1427,965,624,2012,6,,465,,,native,species,0,density,
1428,965,624,2012,6,,484,,,native,species,0,density,
1429,965,624,2012,6,,1686,,,native,species,0.99999993262,density,
1430,965,624,2012,6,,1687,,,native,species,0,density,
1431,965,624,2012,6,,712,,,native,species,0,density,
1432,965,624,2012,6,,1741,,,native,species,0,density,
1433,966,624,2012,6,,465,,,native,species,5.00000008354,density,
1434,966,624,2012,6,,484,,,native,species,3.00000000808,density,
1435,966,624,2012,6,,1686,,,native,species,0,density,
1436,966,624,2012,6,,1687,,,native,species,0,density,
1437,966,624,2012,6,,712,,,native,species,0.99999993262,density,
1438,966,624,2012,6,,1741,,,native,species,25.999999929879998,density,
1439,967,624,2012,6,,465,,,native,species,0,density,
1440,967,624,2012,6,,484,,,native,species,0,density,
1441,967,624,2012,6,,1686,,,native,species,0,density,
1442,967,624,2012,6,,1687,,,native,species,0,density,
1443,967,624,2012,6,,712,,,native,species,0,density,
1444,967,624,2012,6,,1741,,,native,species,0.99999993262,density,
1445,968,624,2012,6,,465,,,native,species,0,density,
1446,968,624,2012,6,,484,,,native,species,0,density,
1447,968,624,2012,6,,1686,,,native,species,0,density,
1448,968,624,2012,6,,1687,,,native,species,0,density,
1449,968,624,2012,6,,712,,,native,species,0,density,
1450,968,624,2012,6,,1741,,,native,species,0,density,
1451,969,624,2012,6,,465,,,native,species,0,density,
1452,969,624,2012,6,,484,,,native,species,0,density,
1453,969,624,2012,6,,1686,,,native,species,0,density,
1454,969,624,2012,6,,1687,,,native,species,0,density,
1455,969,624,2012,6,,712,,,native,species,0,density,
1456,969,624,2012,6,,1741,,,native,species,3.9999999407,density,
1457,970,572,2012,6,,465,,,native,species,2.00000007546,density,
1458,970,572,2012,6,,484,,,native,species,77.99999999986001,density,
1459,970,572,2012,6,,1686,,,native,species,0,density,
1460,970,572,2012,6,,1687,,,native,species,0,density,
1461,970,572,2012,6,,712,,,native,species,0,density,
1462,970,572,2012,6,,1741,,,native,species,0,density,
1463,971,572,2012,6,,465,,,native,species,0.99999993262,density,
1464,971,572,2012,6,,484,,,native,species,212.99999994302001,density,
1465,971,572,2012,6,,1686,,,native,species,0,density,
1466,971,572,2012,6,,1687,,,native,species,0,density,
1467,971,572,2012,6,,712,,,native,species,0,density,
1468,971,572,2012,6,,1741,,,native,species,0,density,
1469,972,572,2012,6,,465,,,native,species,0,density,
1470,972,572,2012,6,,484,,,native,species,34.99999995412,density,
1471,972,572,2012,6,,1686,,,native,species,0,density,
1472,972,572,2012,6,,1687,,,native,species,0,density,
1473,972,572,2012,6,,712,,,native,species,0,density,
1474,972,572,2012,6,,1741,,,native,species,0,density,
1475,973,468,2012,6,,465,,,native,species,0,density,
1476,973,468,2012,6,,484,,,native,species,0.99999993262,density,
1477,973,468,2012,6,,1686,,,native,species,0,density,
1478,973,468,2012,6,,1687,,,native,species,0,density,
1479,973,468,2012,6,,712,,,native,species,0,density,
1480,973,468,2012,6,,1741,,,native,species,2.00000007546,density,
1481,974,468,2012,6,,465,,,native,species,0.99999993262,density,
1482,974,468,2012,6,,484,,,native,species,34.99999995412,density,
1483,974,468,2012,6,,1686,,,native,species,0,density,
1484,974,468,2012,6,,1687,,,native,species,0,density,
1485,974,468,2012,6,,712,,,native,species,0,density,
1486,974,468,2012,6,,1741,,,native,species,16.999999905640003,density,
1487,975,572,2012,6,,465,,,native,species,0,density,
1488,975,572,2012,6,,484,,,native,species,0,density,
1489,975,572,2012,6,,1686,,,native,species,0,density,
1490,975,572,2012,6,,1687,,,native,species,0,density,
1491,975,572,2012,6,,712,,,native,species,0,density,
1492,975,572,2012,6,,1741,,,native,species,0,density,
1493,976,572,2012,6,,465,,,native,species,0,density,
1494,976,572,2012,6,,484,,,native,species,0,density,
1495,976,572,2012,6,,1686,,,native,species,0,density,
1496,976,572,2012,6,,1687,,,native,species,0,density,
1497,976,572,2012,6,,712,,,native,species,0,density,
1498,976,572,2012,6,,1741,,,native,species,0,density,
1499,977,572,2012,6,,465,,,native,species,0,density,
1500,977,572,2012,6,,484,,,native,species,0,density,
1501,977,572,2012,6,,1686,,,native,species,0,density,
1502,977,572,2012,6,,1687,,,native,species,0,density,
1503,977,572,2012,6,,712,,,native,species,0,density,
1504,977,572,2012,6,,1741,,,native,species,0,density,
1505,978,572,2012,6,,465,,,native,species,0,density,
1506,978,572,2012,6,,484,,,native,species,0,density,
1507,978,572,2012,6,,1686,,,native,species,0,density,
1508,978,572,2012,6,,1687,,,native,species,0,density,
1509,978,572,2012,6,,712,,,native,species,0,density,
1510,978,572,2012,6,,1741,,,native,species,0,density,
1511,979,572,2012,6,,465,,,native,species,0,density,
1512,979,572,2012,6,,484,,,native,species,0,density,
1513,979,572,2012,6,,1686,,,native,species,0,density,
1514,979,572,2012,6,,1687,,,native,species,0,density,
1515,979,572,2012,6,,712,,,native,species,0,density,
1516,979,572,2012,6,,1741,,,native,species,0,density,
1517,980,572,2012,6,,465,,,native,species,0,density,
1518,980,572,2012,6,,484,,,native,species,0,density,
1519,980,572,2012,6,,1686,,,native,species,0,density,
1520,980,572,2012,6,,1687,,,native,species,0,density,
1521,980,572,2012,6,,712,,,native,species,0,density,
1522,980,572,2012,6,,1741,,,native,species,0,density,
1523,981,572,2012,6,,465,,,native,species,0,density,
1524,981,572,2012,6,,484,,,native,species,13.99999989756,density,
1525,981,572,2012,6,,1686,,,native,species,0,density,
1526,981,572,2012,6,,1687,,,native,species,0,density,
1527,981,572,2012,6,,712,,,native,species,0,density,
1528,981,572,2012,6,,1741,,,native,species,3.9999999407,density,
1529,982,572,2012,6,,465,,,native,species,0,density,
1530,982,572,2012,6,,484,,,native,species,0,density,
1531,982,572,2012,6,,1686,,,native,species,0,density,
1532,982,572,2012,6,,1687,,,native,species,0,density,
1533,982,572,2012,6,,712,,,native,species,0,density,
1534,982,572,2012,6,,1741,,,native,species,21.000000056559998,density,
1535,983,572,2012,6,,465,,,native,species,0,density,
1536,983,572,2012,6,,484,,,native,species,0,density,
1537,983,572,2012,6,,1686,,,native,species,0,density,
1538,983,572,2012,6,,1687,,,native,species,0,density,
1539,983,572,2012,6,,712,,,native,species,0,density,
1540,983,572,2012,6,,1741,,,native,species,0,density,
1541,984,572,2012,6,,465,,,native,species,0.99999993262,density,
1542,984,572,2012,6,,484,,,native,species,0.99999993262,density,
1543,984,572,2012,6,,1686,,,native,species,0,density,
1544,984,572,2012,6,,1687,,,native,species,0,density,
1545,984,572,2012,6,,712,,,native,species,0,density,
1546,984,572,2012,6,,1741,,,native,species,34.0000000215,density,
1547,985,572,2012,6,,465,,,native,species,11.000000099700001,density,
1548,985,572,2012,6,,484,,,native,species,0,density,
1549,985,572,2012,6,,1686,,,native,species,0,density,
1550,985,572,2012,6,,1687,,,native,species,0,density,
1551,985,572,2012,6,,712,,,native,species,0,density,
1552,985,572,2012,6,,1741,,,native,species,75.9999999244,density,
1553,986,572,2012,6,,465,,,native,species,0,density,
1554,986,572,2012,6,,484,,,native,species,0,density,
1555,986,572,2012,6,,1686,,,native,species,0,density,
1556,986,572,2012,6,,1687,,,native,species,0,density,
1557,986,572,2012,6,,712,,,native,species,0,density,
1558,986,572,2012,6,,1741,,,native,species,0,density,
1559,987,572,2012,6,,465,,,native,species,0,density,
1560,987,572,2012,6,,484,,,native,species,0,density,
1561,987,572,2012,6,,1686,,,native,species,0,density,
1562,987,572,2012,6,,1687,,,native,species,0,density,
1563,987,572,2012,6,,712,,,native,species,0,density,
1564,987,572,2012,6,,1741,,,native,species,0,density,
1565,988,520,2012,6,,465,,,native,species,5.00000008354,density,
1566,988,520,2012,6,,484,,,native,species,16.999999905640003,density,
1567,988,520,2012,6,,1686,,,native,species,0,density,
1568,988,520,2012,6,,1687,,,native,species,0,density,
1569,988,520,2012,6,,712,,,native,species,0,density,
1570,988,520,2012,6,,1741,,,native,species,0,density,
1571,989,520,2012,6,,465,,,native,species,0,density,
1572,989,520,2012,6,,484,,,native,species,24.00000006464,density,
1573,989,520,2012,6,,1686,,,native,species,0,density,
1574,989,520,2012,6,,1687,,,native,species,0,density,
1575,989,520,2012,6,,712,,,native,species,0,density,
1576,989,520,2012,6,,1741,,,native,species,0,density,
1577,990,520,2012,6,,465,,,native,species,0,density,
1578,990,520,2012,6,,484,,,native,species,0,density,
1579,990,520,2012,6,,1686,,,native,species,0,density,
1580,990,520,2012,6,,1687,,,native,species,0,density,
1581,990,520,2012,6,,712,,,native,species,0,density,
1582,990,520,2012,6,,1741,,,native,species,0,density,
1583,991,832,2012,6,,465,,,native,species,0,density,
1584,991,832,2012,6,,484,,,native,species,0,density,
1585,991,832,2012,6,,1686,,,native,species,0,density,
1586,991,832,2012,6,,1687,,,native,species,0,density,
1587,991,832,2012,6,,712,,,native,species,0,density,
1588,991,832,2012,6,,1741,,,native,species,0,density,
1589,992,832,2012,6,,465,,,native,species,0,density,
1590,992,832,2012,6,,484,,,native,species,0,density,
1591,992,832,2012,6,,1686,,,native,species,0,density,
1592,992,832,2012,6,,1687,,,native,species,0,density,
1593,992,832,2012,6,,712,,,native,species,0,density,
1594,992,832,2012,6,,1741,,,native,species,0,density,
1595,993,832,2012,6,,465,,,native,species,0,density,
1596,993,832,2012,6,,484,,,native,species,0,density,
1597,993,832,2012,6,,1686,,,native,species,0,density,
1598,993,832,2012,6,,1687,,,native,species,0,density,
1599,993,832,2012,6,,712,,,native,species,0,density,
1600,993,832,2012,6,,1741,,,native,species,0,density,
1601,994,520,2012,6,,465,,,native,species,0,density,
1602,994,520,2012,6,,484,,,native,species,0,density,
1603,994,520,2012,6,,1686,,,native,species,0,density,
1604,994,520,2012,6,,1687,,,native,species,0,density,
1605,994,520,2012,6,,712,,,native,species,0,density,
1606,994,520,2012,6,,1741,,,native,species,0,density,
1607,995,520,2012,6,,465,,,native,species,0,density,
1608,995,520,2012,6,,484,,,native,species,0,density,
1609,995,520,2012,6,,1686,,,native,species,0,density,
1610,995,520,2012,6,,1687,,,native,species,0,density,
1611,995,520,2012,6,,712,,,native,species,0,density,
1612,995,520,2012,6,,1741,,,native,species,0,density,
1613,996,520,2012,6,,465,,,native,species,0,density,
1614,996,520,2012,6,,484,,,native,species,0,density,
1615,996,520,2012,6,,1686,,,native,species,0,density,
1616,996,520,2012,6,,1687,,,native,species,0,density,
1617,996,520,2012,6,,712,,,native,species,0,density,
1618,996,520,2012,6,,1741,,,native,species,0,density,
1619,997,520,2012,6,,465,,,native,species,0,density,
1620,997,520,2012,6,,484,,,native,species,0,density,
1621,997,520,2012,6,,1686,,,native,species,0,density,
1622,997,520,2012,6,,1687,,,native,species,0,density,
1623,997,520,2012,6,,712,,,native,species,0,density,
1624,997,520,2012,6,,1741,,,native,species,0,density,
1625,998,520,2012,6,,465,,,native,species,0,density,
1626,998,520,2012,6,,484,,,native,species,0,density,
1627,998,520,2012,6,,1686,,,native,species,0,density,
1628,998,520,2012,6,,1687,,,native,species,0,density,
1629,998,520,2012,6,,712,,,native,species,0,density,
1630,998,520,2012,6,,1741,,,native,species,0,density,
1631,999,468,2012,6,,465,,,native,species,3.9999999407,density,
1632,999,468,2012,6,,484,,,native,species,24.00000006464,density,
1633,999,468,2012,6,,1686,,,native,species,0,density,
1634,999,468,2012,6,,1687,,,native,species,0,density,
1635,999,468,2012,6,,712,,,native,species,8.000000091619999,density,
1636,999,468,2012,6,,1741,,,native,species,3.9999999407,density,
1637,1000,468,2012,6,,465,,,native,species,0,density,
1638,1000,468,2012,6,,484,,,native,species,0,density,
1639,1000,468,2012,6,,1686,,,native,species,0,density,
1640,1000,468,2012,6,,1687,,,native,species,0,density,
1641,1000,468,2012,6,,712,,,native,species,0,density,
1642,1000,468,2012,6,,1741,,,native,species,5.00000008354,density,
1643,1001,468,2012,6,,465,,,native,species,0,density,
1644,1001,468,2012,6,,484,,,native,species,0,density,
1645,1001,468,2012,6,,1686,,,native,species,0,density,
1646,1001,468,2012,6,,1687,,,native,species,0,density,
1647,1001,468,2012,6,,712,,,native,species,0,density,
1648,1001,468,2012,6,,1741,,,native,species,0,density,
1649,1002,520,2012,6,,465,,,native,species,0,density,
1650,1002,520,2012,6,,484,,,native,species,0,density,
1651,1002,520,2012,6,,1686,,,native,species,0,density,
1652,1002,520,2012,6,,1687,,,native,species,0,density,
1653,1002,520,2012,6,,712,,,native,species,0,density,
1654,1002,520,2012,6,,1741,,,native,species,0,density,
1655,1003,520,2012,6,,465,,,native,species,0,density,
1656,1003,520,2012,6,,484,,,native,species,0,density,
1657,1003,520,2012,6,,1686,,,native,species,0,density,
1658,1003,520,2012,6,,1687,,,native,species,0,density,
1659,1003,520,2012,6,,712,,,native,species,0,density,
1660,1003,520,2012,6,,1741,,,native,species,0,density,
1661,1004,520,2012,6,,465,,,native,species,0,density,
1662,1004,520,2012,6,,484,,,native,species,0,density,
1663,1004,520,2012,6,,1686,,,native,species,0,density,
1664,1004,520,2012,6,,1687,,,native,species,0,density,
1665,1004,520,2012,6,,712,,,native,species,0,density,
1666,1004,520,2012,6,,1741,,,native,species,0,density,
1667,1005,520,2012,6,,465,,,native,species,0,density,
1668,1005,520,2012,6,,484,,,native,species,0,density,
1669,1005,520,2012,6,,1686,,,native,species,0,density,
1670,1005,520,2012,6,,1687,,,native,species,0,density,
1671,1005,520,2012,6,,712,,,native,species,0,density,
1672,1005,520,2012,6,,1741,,,native,species,0,density,
1673,1006,520,2012,6,,465,,,native,species,0,density,
1674,1006,520,2012,6,,484,,,native,species,0,density,
1675,1006,520,2012,6,,1686,,,native,species,0,density,
1676,1006,520,2012,6,,1687,,,native,species,0,density,
1677,1006,520,2012,6,,712,,,native,species,0,density,
1678,1006,520,2012,6,,1741,,,native,species,0,density,
1679,1007,520,2012,6,,465,,,native,species,0,density,
1680,1007,520,2012,6,,484,,,native,species,0,density,
1681,1007,520,2012,6,,1686,,,native,species,0,density,
1682,1007,520,2012,6,,1687,,,native,species,0,density,
1683,1007,520,2012,6,,712,,,native,species,0,density,
1684,1007,520,2012,6,,1741,,,native,species,0,density,
1685,1008,520,2012,6,,465,,,native,species,12.999999964939999,density,
1686,1008,520,2012,6,,484,,,native,species,21.99999998918,density,
1687,1008,520,2012,6,,1686,,,native,species,6.00000001616,density,
1688,1008,520,2012,6,,1687,,,native,species,0,density,
1689,1008,520,2012,6,,712,,,native,species,134.00000001054,density,
1690,1008,520,2012,6,,1741,,,native,species,34.99999995412,density,
1691,1009,520,2012,6,,465,,,native,species,62.00000002684,density,
1692,1009,520,2012,6,,484,,,native,species,28.00000000534,density,
1693,1009,520,2012,6,,1686,,,native,species,8.000000091619999,density,
1694,1009,520,2012,6,,1687,,,native,species,0,density,
1695,1009,520,2012,6,,712,,,native,species,49.000000061899996,density,
1696,1009,520,2012,6,,1741,,,native,species,3.9999999407,density,
1697,1010,520,2012,6,,465,,,native,species,0,density,
1698,1010,520,2012,6,,484,,,native,species,0,density,
1699,1010,520,2012,6,,1686,,,native,species,0,density,
1700,1010,520,2012,6,,1687,,,native,species,0,density,
1701,1010,520,2012,6,,712,,,native,species,0,density,
1702,1010,520,2012,6,,1741,,,native,species,0,density,
1703,1011,260,2012,6,,465,,,native,species,0,density,
1704,1011,260,2012,6,,484,,,native,species,0,density,
1705,1011,260,2012,6,,1686,,,native,species,0,density,
1706,1011,260,2012,6,,1687,,,native,species,0,density,
1707,1011,260,2012,6,,712,,,native,species,0,density,
1708,1011,260,2012,6,,1741,,,native,species,0,density,
1709,1012,260,2012,6,,465,,,native,species,0,density,
1710,1012,260,2012,6,,484,,,native,species,0,density,
1711,1012,260,2012,6,,1686,,,native,species,0,density,
1712,1012,260,2012,6,,1687,,,native,species,0,density,
1713,1012,260,2012,6,,712,,,native,species,0,density,
1714,1012,260,2012,6,,1741,,,native,species,0,density,
1715,1013,260,2012,6,,465,,,native,species,21.000000056559998,density,
1716,1013,260,2012,6,,484,,,native,species,0,density,
1717,1013,260,2012,6,,1686,,,native,species,0.99999993262,density,
1718,1013,260,2012,6,,1687,,,native,species,0,density,
1719,1013,260,2012,6,,712,,,native,species,0,density,
1720,1013,260,2012,6,,1741,,,native,species,0,density,
1721,1014,208,2012,6,,465,,,native,species,28.00000000534,density,
1722,1014,208,2012,6,,484,,,native,species,81.99999994056,density,
1723,1014,208,2012,6,,1686,,,native,species,3.9999999407,density,
1724,1014,208,2012,6,,1687,,,native,species,0,density,
1725,1014,208,2012,6,,712,,,native,species,0,density,
1726,1014,208,2012,6,,1741,,,native,species,0.99999993262,density,
1727,1015,208,2012,6,,465,,,native,species,62.00000002684,density,
1728,1015,208,2012,6,,484,,,native,species,52.00000006998,density,
1729,1015,208,2012,6,,1686,,,native,species,0,density,
1730,1015,208,2012,6,,1687,,,native,species,0,density,
1731,1015,208,2012,6,,712,,,native,species,0,density,
1732,1015,208,2012,6,,1741,,,native,species,0,density,
1733,1016,208,2012,6,,465,,,native,species,3.00000000808,density,
1734,1016,208,2012,6,,484,,,native,species,71.9999999837,density,
1735,1016,208,2012,6,,1686,,,native,species,0,density,
1736,1016,208,2012,6,,1687,,,native,species,0,density,
1737,1016,208,2012,6,,712,,,native,species,0,density,
1738,1016,208,2012,6,,1741,,,native,species,0.99999993262,density,
1739,1017,780,2012,6,,465,,,native,species,36.00000009696,density,
1740,1017,780,2012,6,,484,,,native,species,0,density,
1741,1017,780,2012,6,,1686,,,native,species,0,density,
1742,1017,780,2012,6,,1687,,,native,species,0,density,
1743,1017,780,2012,6,,712,,,native,species,0,density,
1744,1017,780,2012,6,,1741,,,native,species,0,density,
1745,1018,780,2012,6,,465,,,native,species,68.99999997562,density,
1746,1018,780,2012,6,,484,,,native,species,0,density,
1747,1018,780,2012,6,,1686,,,native,species,0,density,
1748,1018,780,2012,6,,1687,,,native,species,0,density,
1749,1018,780,2012,6,,712,,,native,species,0,density,
